qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_004377	500	91.3	437	domaincontaining; pith; dufdomaincontaining; duf; penicillium; domain; ribosomal; fusarium; colletotrichum; cryptococcus
B9J08_004378	500	109	484	phosphatase; glycerolphosphate; hydrolase; glycerol; deoxyglucosephosphate; hadlike; dlglycerolphosphatase; fusarium; penicillium; dehalogenaselike
B9J08_004379	13	38.9	388	cicc; intermedia; bicuspidata; metbidraft; metschnikowia; var; clavispora; lusitaniae; burtonii; hypbudraft
B9J08_004380	507	40.8	1104	glycerol; kinase; isoform; kinaselike; sinocyclocheilus; gutp; yjm; partial; exophiala; penicillium
B9J08_004381	500	362	957	udpnacetylglucosamine; pyrophosphorylase; nucleotidediphosphosugar; transferase; qrip; uridylyltransferase; penicillium; utpglucosephosphate; yjm; fusarium
B9J08_004382	500	90.1	582	ecm; wall; cell; gpianchored; organization; yjm; ecmp; lachancea; sporulationspecific; spsp
B9J08_004383	548	43.5	3286	bud; selection; site; fusarium; binding; gtp; oxysporum; dufdomaincontaining; penicillium; pseudogymnoascus
B9J08_004384	503	39.7	169	factor; premrna; fip; endprocessing; isoform; partial; polyadenylation; fipp; fiplike; fusarium
B9J08_004385	500	279	734	initiation; factor; translation; eukaryotic; eif; penicillium; domain; found; pseudogymnoascus; colletotrichum
B9J08_004386	501	53.9	773	pci; domaincontaining; signalosome; cop; subunit; complex; csn; penicillium; partial; hyjmj
B9J08_004387	1	995	995	
B9J08_004388	541	42	1551	rna; binding; jsn; partial; pumilio; domaincontaining; fusarium; jsnp; yjm; penicillium
B9J08_004389	504	46.6	1605	fbox; complex; ligase; ubiquitin; scf; grr; grra; grrp; yjm; rnilike
B9J08_004390	7	37.7	384	bicuspidata; edwardsiella; tarda; metbidraft; metschnikowia; var; burtonii; hypbudraft; hyphopichia; diphosphoglycerateindependent
B9J08_004391	500	94.4	129	ribosomal; lae; partial; subunit; large; isoform; lalike; subsp; rplbs; penicillium
B9J08_004392	500	99	395	vacuolar; proteinsortingassociated; escrtii; complex; subunit; vps; component; pseudogymnoascus; isoform; partial
B9J08_004393	500	656	1119	synthase; ctp; urap; penicillium; yjm; pseudogymnoascus; var; ura; cryptococcus; probable
B9J08_004394	500	52.8	623	repeat; tetratricopeptide; domaincontaining; complex; membrane; subunit; tpr; plasmodium; oca; penicillium
B9J08_004395	39	40	613	conserved; cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; metbidraft; metschnikowia
B9J08_004396	502	50.1	533	superoxide; dismutase; ribosomal; mitochondrial; manganese; iron; subunit; penicillium; elizabethkingia; rsmp
B9J08_004397	500	129	764	tiplike; phosphatase; tip; type; activator; tipa; tipdomaincontaining; pathway; tor; penicillium
B9J08_004398	651	45.8	2533	phosphodiesterase; gde; glycerophosphodiester; glycerophosphocholine; gdep; yjm; diester; glycerophosphoryl; penicillium; gdpddomaincontaining
B9J08_004399	500	132	458	yipdomaincontaining; yip; yipf; membrane; golgi; partial; transport; trichinella; penicillium; domaincontaining
B9J08_004400	500	335	1103	methioninetrna; synthetase; ligase; methionyltrna; mitochondrial; fusarium; probable; msmp; rhodococcus; yjm
B9J08_004401	557	42.4	2287	atpase; aaa; family; ytap; yjm; aaadomaincontaining; fusarium; yta; penicillium; tatbinding
B9J08_004402	500	93.6	238	transcription; spt; elongation; factor; initiation; transcriptional; sptlike; penicillium; pseudogymnoascus; fusarium
B9J08_004403	501	62.4	465	membrane; inner; mitochondrial; cox; isoform; partial; coxlike; coxp; oxal; oxa
B9J08_004404	501	49.3	517	loc; isoform; fusarium; conserved; pseudogymnoascus; partial; colletotrichum; product; unnamed; penicillium
B9J08_004405	500	59.7	1713	ranbinding; partial; isoform; spry; fusarium; sprydomaincontaining; domaincontaining; colletotrichum; like; low
B9J08_004406	500	135	532	kinase; tpregulating; bud; kinaselike; serinethreonineprotein; complex; ekckeops; subunit; isoform; budlike
B9J08_004407	503	101	620	mitochondrial; morphology; maintenance; mmm; membrane; outer; penicillium; partial; colletotrichum; pseudogymnoascus
B9J08_004408	500	239	819	cytidylyltransferase; cholinephosphate; partial; transferase; phosphorylcholine; penicillium; pctp; yjm; fusarium; pseudogymnoascus
B9J08_004409	500	77	284	rhodaneselike; phosphatase; ych; cdclike; penicillium; ibp; cdc; conserved; fusarium; colletotrichum
B9J08_004410	500	206	545	cell; wall; family; hydrolase; glucanase; glycoside; extracellular; crf; glycosidase; crhp
B9J08_004411	580	40.8	1031	enth; domaincontaining; anthdomaincontaining; domain; anth; fusarium; penicillium; clathrin; pseudogymnoascus; assembly
B9J08_004412	500	77.4	318	mitochondrial; tim; import; translocase; subunit; inner; membrane; dnaj; chaperone; partial
B9J08_004413	500	173	279	ribosome; biogenesis; rlp; probable; ribosomal; subunit; fusarium; colletotrichum; partial; var
B9J08_004414	289	35.8	270	subunit; pop; pmrp; ribonuclease; penicillium; pseudogymnoascus; rnase; conserved; mrp; fusarium
B9J08_004415	57	36.6	314	abc; substratebinding; transporter; conserved; cyberlindnera; cicc; intermedia; bicuspidata; var; debaryomyces
B9J08_004416	3	38.9	479	bizertensis; desulfovibrio; kri; kurthia
B9J08_004417	500	158	608	phosphatase; nitrophenylphosphatase; phosphoglycolate; phosphate; phosphoglycolatepyridoxal; nitrophenyl; pnitrophenyl; penicillium; pseudogymnoascus; phop
B9J08_004418	6	37	279	dioxygenase; homogentisate; blautia; shewanella; violacea; curcas; jatropha; jcgz; chelonia; low
B9J08_004419	511	42.4	1848	ligase; ubiquitinprotein; hect; hectdomaincontaining; domain; hulp; hul; partial; penicillium; yjm
B9J08_004420	510	42	1236	colletotrichum; atpase; conserved; penicillium; prokaryote; domain; fusarium; pseudogymnoascus; partial; metarhizium
B9J08_004421	503	22.3	628	transcription; fusarium; factor; colletotrichum; pseudogymnoascus; sterol; oxysporum; upc; domain; vkm
B9J08_004422	14	40.4	852	peptide; bicuspidata; cicc; intermedia; guilliermondii; meyerozyma; chain; denitrificans; factor; release
B9J08_004423	500	115	310	translation; machineryassociated; densityregulated; drp; factor; initiation; binding; rna; tma; penicillium
B9J08_004424	379	41.6	1896	yppp; yjm; filamentation; ypp; fusarium; penicillium; cargotransport; lachancea; oxysporum; rhf
B9J08_004425	532	46.2	1343	mismatch; repair; dna; mlh; mutl; fusarium; penicillium; pseudogymnoascus; mutllike; colletotrichum
B9J08_004426	501	44.3	671	element; maintenance; nonstructural; nuclear; nse; chromosomes; chromosome; homolog; qrinse; complex
B9J08_004427	517	40	599	carrier; mitochondrial; fusarium; penicillium; family; pseudogymnoascus; member; colletotrichum; solute; oxysporum
B9J08_004428	3	40.4	503	bicuspidata; metbidraft; metschnikowia; var; coquereli; otogelin; propithecus
B9J08_004429	500	167	746	permease; methionine; amino; affinity; transporter; high; acid; penicillium; lowaffinity; highaffinity
B9J08_004430	512	43.9	3215	bile; acid; atpdependent; permease; yjm; abc; transporter; vmrp; ybtp; penicillium
B9J08_004431	500	360	481	ribosomal; subunit; pseudogymnoascus; penicillium; large; partial; colletotrichum; llike; vkm; lachancea
B9J08_004432	1017	36.6	434	rnp; domain; rnabinding; domaincontaining; bacterium; fusarium; singlestranded; penicillium; candidatus; dnabinding
B9J08_004433	501	40.4	195	reductase; complex; ubiquinolcytochrome; cytochrome; subunit; hinge; kda; nonheme; ubiquionol; penicillium
B9J08_004434	500	304	428	ribosomal; subunit; lelike; yjm; rplap; large; penicillium; lae; cytosolic; rplbp
B9J08_004435	97	39.7	548	gisp; gis; lachancea; yjm; zygosaccharomyces; pichia; kudriavzevii; conserved; cyberlindnera; komagataella
B9J08_004436	500	429	1133	transporter; mfs; sugar; monosaccharide; general; substrate; glucose; porter; family; partial
B9J08_004437	526	39.3	498	fatty; acid; elongase; gnssur; family; elongation; penicillium; acids; fusarium; gig
B9J08_004438	500	117	1823	domaincontaining; domain; cytoplasmic; fusarium; penicillium; pseudogymnoascus; colletotrichum; oxysporum; vkm; meiotically
B9J08_004439	519	40	777	signal; receptor; peroxisomal; targeting; repeatlike; peroxisome; biosynthesis; peroxin; peroxine; penicillium
B9J08_004440	507	40.8	949	kinase; choline; kinaselike; fusarium; yjm; penicillium; ckip; ekip; oxysporum; partial
B9J08_004441	581	42	1785	upf; family; dufdomaincontaining; conserved; penicillium; fusarium; cryptococcus; partial; colletotrichum; membrane
B9J08_004442	51	39.3	546	cyberlindnera; komagataella; bicuspidata; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; cantedraft
B9J08_004443	1016	39.3	712	transcription; factor; sfp; zinc; finger; fusarium; sfpp; penicillium; yjm; colletotrichum
B9J08_004444	76	40	1157	addab; addb; helicaseexonuclease; sporosarcina; subunit; lachancea; guilliermondii; meyerozyma; pgug; conserved
B9J08_004445	500	304	1154	photolyase; deoxyribodipyrimidine; aeromonas; dna; hydrophila; fusarium; phr; penicillium; phrp; veronii
B9J08_004446	618	41.2	762	abc; transporter; member; family; containing; hydrolase; nucleoside; ploop; triphosphate; atpbinding
B9J08_004447	508	115	1054	yjm; mntp; alphamannosyltransferase; mnnp; mnt; lachancea; glabrata; family; partial; glycosyltransferase
B9J08_004448	504	85.5	923	transporter; mfs; vitamin; acid; nicotinic; facilitator; major; superfamily; general; substrate
B9J08_004449	508	42	1117	partial; fusarium; kdraft; rhizopogon; colletotrichum; mdraft; oxysporum; rhizoctonia; solani; fibspdraft
B9J08_004450	503	105	716	biosynthesis; thiamine; nmt; thip; legionella; pyrimidine; synthase; thi; precursor; enzyme
B9J08_004451	501	39.3	632	partial; bicuspidata; cell; wall; glabrata; hyphally; regulated; metbidraft; metschnikowia; var
B9J08_004452	536	84.3	2953	transporter; abc; atpbinding; cassette; yjm; snq; multidrug; pdrp; snqp; penicillium
B9J08_004453	15	40.4	880	albicollis; isoform; loc; zonotrichia; ccmp; chrysochromulina; ctob; partial; actinoplanes; function
B9J08_004454	501	68.2	385	thioredoxinlike; conserved; pseudogymnoascus; fusarium; partial; mdraft; colletotrichum; talaromyces; penicillium; vkm
B9J08_004455	2	166	678	
B9J08_004456	504	71.2	1035	emergence; bud; bem; kinase; activator; scdral; fusarium; partial; bemp; penicillium
B9J08_004457	500	147	321	factor; subunit; transcription; nuclear; blike; ccaatbinding; isoform; beta; hap; penicillium
B9J08_004458	719	20.8	951	fusarium; pseudogymnoascus; oxysporum; vkm; finger; colletotrichum; zinc; factor; transcription; domaincontaining
B9J08_004459	500	282	614	synthase; acetolactate; subunit; small; mitochondrial; precursor; iiii; regulatory; penicillium; pseudogymnoascus
B9J08_004460	741	37.7	475	domain; domaincontaining; containing; lsbp; penicillium; endophilina; shdomaincontaining; yjm; isoform; pinp
B9J08_004461	500	344	535	prohibitin; penicillium; phb; spfh; proteolysis; family; pseudogymnoascus; colletotrichum; var; partial
B9J08_004462	522	40.4	1103	ctype; lectin; domain; penicillium; pseudogymnoascus; capping; telomere; domaincontaining; maintenance; mtcp
B9J08_004463	511	55.8	1680	helicase; dna; pcra; atpdependent; srsp; streptococcus; yjm; srs; partial; iiatpdependent
B9J08_004464	500	134	399	inhibitor; rho; dissociation; gdpdissociation; gdp; set; domaincontaining; rhogdp; penicillium; containing
B9J08_004465	47	40	335	integrase; mobiluncus; mulieris; sitespecific; conserved; cicc; intermedia; recombinase; partial; cpar
B9J08_004466	500	419	1136	gammaglutamyltranspeptidase; gammaglutamyltransferase; lincomycincondensing; lmba; penicillium; fusarium; ywrd; related; acylase; acy
B9J08_004467	500	184	635	reductase; dehydrogenase; aldoketo; glycerol; gcy; penicillium; nadp; darabinose; pseudogymnoascus; alcohol
B9J08_004468	521	41.2	1196	reductase; ferric; transmembrane; component; metalloreductase; penicillium; frep; related; ferricchelate; cryptococcus
B9J08_004469	467	35.4	231	partial; cfem; mdraft; calospora; mut; tulasnella; domain; membrane; pseudogymnoascus; cell
B9J08_004470	34	32	37	bicuspidata; metbidraft; metschnikowia; var; partial; komagataella; phaffii; comparisons; function; fungal
B9J08_004471	26	34.7	231	histidine; kinase; ensifer; streptococcus; pristinaespiralis; rhs; streptomyces; membrane; secretion; type
B9J08_004472	500	196	602	transporter; allantoate; permease; mfs; dgalactonate; lachancea; penicillium; pichia; dalp; facilitator
B9J08_004473	996	40.8	845	mate; family; efflux; subfamily; ethionine; extrusion; pseudogymnoascus; transporter; lachancea; penicillium
B9J08_004474	500	152	1217	transporter; siderophore; iron; general; substrate; mfs; facilitator; major; siderophoreiron; cryptococcus
B9J08_004475	501	69.7	1194	transporter; siderophore; iron; general; substrate; mfs; siderophoreiron; str; cryptococcus; facilitator
B9J08_004476	136	37.7	384	wall; cell; conserved; family; ldg; dubliniensis; pichia; mya; tropicalis; partial
B9J08_004477	500	270	866	betaglucosidase; glucan; hydrolase; glycoside; family; exobetaglucanase; precursor; sprp; penicillium; yjm
B9J08_004478	502	362	1028	cytochrome; penicillium; altname; pseudogymnoascus; vkm; hydroxylase; alkane; fullcytochrome; talaromyces; family
B9J08_004479	500	552	1840	transporter; oligopeptide; opt; small; family; optp; yjm; lipolytica; yarrowia; lipomyces
B9J08_004480	500	233	1562	kinase; scy; arm; repeatcontaining; family; kinaselike; penicillium; nterminal; fusarium; pseudogymnoascus
B9J08_004481	36	38.9	566	conserved; farinosa; millerozyma; piso; komagataella; debaryomyces; awri; kudriavzevii; pichia; passalidarum
B9J08_004482	501	45.1	725	partial; acetyltransferase; chromatinassociated; moz; represents; penicillium; conserved; fusarium; pseudogymnoascus; colletotrichum
B9J08_004483	500	45.1	164	motifcontaining; cxc; isoform; partial; dufdomaincontaining; mitochondrial; drosophila; fusarium; lachancea; penicillium
B9J08_004484	70	39.3	451	lachancea; conserved; kluyveromyces; zygosaccharomyces; pichia; cyberlindnera; debaryomyces; guilliermondii; meyerozyma; pgug
B9J08_004485	500	427	811	gtpbinding; ychf; atpase; obglike; penicillium; acidbinding; gtpdependent; nucleic; engd; colletotrichum
B9J08_004486	500	37.7	157	ribosomal; mitochondrial; subunit; mitochondriallike; penicillium; pseudogymnoascus; yml; partial; conserved; colletotrichum
B9J08_004487	623	42.4	1697	dil; ankyrin; domaincontaining; domain; dilute; containing; penicillium; yjm; hyjmp; allantoicase
B9J08_004488	520	39.3	494	receptor; mannose; phosphate; mannosephosphate; sorting; vacuolar; mrl; domaincontaining; mrlp; receptorlike
B9J08_004489	501	179	1785	subunit; coatomer; gamma; penicillium; secp; fusarium; pseudogymnoascus; metarhizium; complex; yjm
B9J08_004490	508	101	1549	yjm; mntp; alphamannosyltransferase; mnnp; lachancea; mnt; family; partial; glycosyltransferase; glabrata
B9J08_004491	198	40.8	2490	mitochondrial; ribonuclease; component; rpmp; yjm; rnase; subunit; lachancea; zygosaccharomyces; conserved
B9J08_004492	502	40.8	1257	fbox; repeatcontaining; isoform; fboxwd; ligase; ubiquitin; complex; ufo; domain; penicillium
B9J08_004493	940	47.4	2287	factor; initiation; translation; tif; subunit; eukaryotic; clustered; mitochondria; fusarium; homolog
B9J08_004494	500	165	734	cation; efflux; transporter; family; mitochondrial; mmtp; metal; yjm; penicillium; fusarium
B9J08_004495	500	155	476	factor; subunit; splicing; uaf; kda; small; domaincontaining; rnabinding; isoform; auxiliary
B9J08_004496	500	155	710	reductase; aldoketo; pyridoxal; fusarium; dehydrogenase; pyridoxine; penicillium; pseudogymnoascus; colletotrichum; talaromyces
B9J08_004497	501	179	633	reductase; nadhcytochrome; nitrate; ferredoxin; reductaselike; yjm; cytochromeb; pgap; pseudogymnoascus; aimp
B9J08_004498	413	41.6	293	partial; agglutininlike; sagp; passalidarum; spapadraft; spathaspora; yjm; conserved; lachancea; cyberlindnera
B9J08_004499	505	83.6	850	tubulin; alpha; chain; chainlike; isoform; alphatubulin; alphac; alphaa; partial; alphab
B9J08_004500	500	454	922	synthase; hydroxymethylglutarylcoa; penicillium; pseudogymnoascus; hydroxymethylglutaryl; colletotrichum; vkm; trichophyton; fusarium; ergp
B9J08_004501	502	134	1118	oxidase; darabinonolactone; lactone; sugar; lgulonolactonedarabinonolactone; colletotrichum; pseudogymnoascus; penicillium; alop; fusarium
B9J08_004502	892	42.7	1388	small; nucleolar; utp; subunit; complex; ribonucleoprotein; utpdomaincontaining; rnaassociated; utpp; processome
B9J08_004503	500	237	458	proteasome; subunit; alpha; type; nucleophile; component; aminohydrolase; nterminal; penicillium; pre
B9J08_004504	501	51.6	2270	factor; elongation; export; formation; prion; elf; atpase; mrnanucleus; newp; penicillium
B9J08_004505	264	38.9	1137	striatin; farp; yjm; pro; repeatlike; lachancea; arrest; cell; domain; striatindomaincontaining
B9J08_004506	500	137	291	dufdomaincontaining; duf; domaincontaining; penicillium; domain; pbdc; pseudogymnoascus; cytoplasmic; colletotrichum; upf
B9J08_004507	503	59.7	974	oxidase; polyamine; amine; probable; fmsp; fms; yjm; demethylase; histone; lysinespecific
B9J08_004508	500	220	343	enzyme; ubiquitinconjugating; kda; ubiquitin; conjugating; drosophila; ubcp; isoform; penicillium; glike
B9J08_004509	508	42.7	1758	transcription; factor; nuclease; domaincontaining; sndp; penicillium; pseudogymnoascus; fusarium; tudor; component
